kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcomeDraw,match_outcomeLoss,match_outcomeWin,player_positionBPL,player_positionBPR,player_positionC,player_positionCHB,player_positionCHF,player_positionFB,player_positionFF,player_positionFPL,player_positionFPR,player_positionHBFL,player_positionHBFR,player_positionHFFL,player_positionHFFR,player_positionINT,player_positionR,player_positionRK,player_positionRR,player_positionSUB,player_positionWL,player_positionWR,pred,player_name,brownlow_votes,match_id,match_round,player_team,pred_rank,predicted_votes
12,4,5,17,11,65,1,1,0,2,2,3,0,3,0,0,4,13,0,0,2,0,0,79,73,76,0,0,3,449,4,2,0,0,2,1,0,3,8,0,4,0,0,0,1,10,7.3,0,1,3,2,25,15,15,105,0,0,0,0,0.026607538802660754,0.023391812865497075,0.016556291390728478,0.02257636122177955,0.038461538461538464,0.038461538461538464,0.024691358024691357,0.02586206896551724,0,0.014035087719298246,0.02947845804988662,0,0,0,0.028169014084507043,0.046875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0029553084168583155,Josh Caddy,0,15875,1,Richmond,19,0
14,10,13,27,23,85,0,0,0,1,3,2,2,2,2,0,12,15,0,0,1,0,0,85,104,109,0,2,7,338,3,8,0,0,0,0,0,2,10,0,9,0,0,1,0,7,16.6,0,2,0,0,25,14,11,80,0,0,0,0,0.031042128603104215,0.05847953216374269,0.04304635761589404,0.035856573705179286,0,0,0.012345679012345678,0.017241379310344827,0.02702702702702703,0.042105263157894736,0.034013605442176874,0,0,0,0.02112676056338028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.052264124155044556,Jack Newnes,0,15875,1,Carlton,45,0
7,3,1,8,4,50,1,0,1,1,0,0,1,3,1,2,5,5,2,1,1,0,0,85,38,35,1,0,4,122,4,1,1,0,0,2,1,2,3,0,1,0,16.7,0,1,7,7.1,6,0,2,0,25,14,11,80,0,0,0,0,0.015521064301552107,0.017543859649122806,0.0033112582781456954,0.010624169986719787,0.038461538461538464,0,0.012345679012345678,0,0.013513513513513514,0.017543859649122806,0.011337868480725623,0.11764705882352941,0.038461538461538464,0,0.028169014084507043,0.03125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.269656973425299e-5,Levi Casboult,0,15875,1,Carlton,34,0
8,3,1,9,9,100,1,0,0,1,4,0,0,0,1,0,2,6,0,0,6,0,0,84,46,61,0,0,3,171,1,7,0,2,3,0,0,12,8,0,1,0,0,3,0,13,11.3,0,3,1,4,25,14,11,80,0,0,0,0,0.017738359201773836,0.017543859649122806,0.0033112582781456954,0.01195219123505976,0.038461538461538464,0,0.012345679012345678,0,0,0.007017543859649123,0.013605442176870748,0,0,0,0.007042253521126761,0.015625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.427004073979333e-4,Lachie Plowman,0,15875,1,Carlton,30,0
23,5,1,24,18,75,0,0,0,1,11,1,1,3,1,0,5,13,0,0,2,1,0,91,91,94,0,1,3,740,9,6,0,1,4,0,0,12,17,0,4,0,0,0,0,14,9.6,0,2,0,2,25,14,11,80,0,0,0,1,0.050997782705099776,0.029239766081871343,0.0033112582781456954,0.03187250996015936,0,0,0.012345679012345678,0.008620689655172414,0.013513513513513514,0.017543859649122806,0.02947845804988662,0,0,0,0.06338028169014084,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4937642514705658,Sam Docherty,0,15875,1,Carlton,5,0
6,2,5,11,9,82,0,0,0,1,2,0,0,2,0,1,3,4,1,0,2,0,0,56,35,39,0,0,1,259,3,5,0,1,1,0,0,11,5,0,2,0,0,2,0,11,7.4,0,0,0,2,25,15,15,105,0,0,0,0,0.013303769401330377,0.011695906432748537,0.016556291390728478,0.014608233731739707,0,0,0.012345679012345678,0,0,0.010526315789473684,0.009070294784580499,0.058823529411764705,0,0,0.02112676056338028,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002965301973745227,Nick Vlastuin,0,15875,1,Richmond,18,0
8,2,20,28,19,68,0,1,0,4,2,3,5,4,3,1,13,15,0,0,2,0,1,91,87,88,2,3,10,252,3,0,0,0,0,1,0,11,6,1,7,0,0,0,0,20,13.4,0,0,1,1,25,14,11,80,0,0,1,1,0.017738359201773836,0.011695906432748537,0.06622516556291391,0.03718459495351926,0,0.038461538461538464,0.04938271604938271,0.02586206896551724,0.06756756756756757,0.0456140350877193,0.034013605442176874,0,0,0.047619047619047616,0.02112676056338028,0.015625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050709377974271774,Patrick Cripps,0,15875,1,Carlton,9,0
8,3,5,13,8,62,0,0,0,1,3,3,2,4,3,1,10,5,0,0,4,4,0,88,47,56,0,2,2,454,3,6,0,1,1,0,0,6,5,0,7,0,0,0,0,17,10.8,0,2,1,1,25,15,15,105,0,0,0,0,0.017738359201773836,0.017543859649122806,0.016556291390728478,0.017264276228419653,0,0,0.012345679012345678,0.02586206896551724,0.02702702702702703,0.03508771929824561,0.011337868480725623,0,0,0,0.02112676056338028,0.015625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05598786473274231,Kamdyn McIntosh,0,15875,1,Richmond,8,0
16,5,9,25,20,80,0,0,0,4,6,4,2,3,2,0,10,13,1,0,2,4,0,83,99,114,1,1,3,352,4,8,0,2,5,0,0,14,12,0,7,0,0,2,0,18,14.7,0,1,0,2,25,14,11,80,0,0,0,0,0.03547671840354767,0.029239766081871343,0.029801324503311258,0.033200531208499334,0,0,0.04938271604938271,0.034482758620689655,0.02702702702702703,0.03508771929824561,0.02947845804988662,0.058823529411764705,0,0,0.028169014084507043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009871098212897778,Adam Saad,0,15875,1,Carlton,13,0
13,6,15,28,18,64,0,1,0,1,1,4,1,6,0,2,6,20,0,2,0,0,1,85,86,67,0,1,8,339,6,1,0,0,0,0,0,3,6,2,6,0,0,0,1,20,8.2,0,0,2,0,25,15,15,105,0,0,1,0,0.028824833702882482,0.03508771929824561,0.04966887417218543,0.03718459495351926,0,0.038461538461538464,0.012345679012345678,0.034482758620689655,0.013513513513513514,0.021052631578947368,0.045351473922902494,0,0.07692307692307693,0.047619047619047616,0.04225352112676056,0.03125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12270791083574295,Kane Lambert,0,15875,1,Richmond,6,0
4,0,8,12,7,58,0,0,26,1,0,1,3,2,0,1,6,5,0,0,7,0,0,75,55,76,2,1,4,84,3,2,0,0,0,0,0,4,2,0,4,11,51,0,0,9,14.1,51,4,0,7,25,15,15,105,0,0,0,0,0.008869179600886918,0,0.026490066225165563,0.01593625498007968,0,0,0.012345679012345678,0.008620689655172414,0.04054054054054054,0.021052631578947368,0.011337868480725623,0,0,0,0.02112676056338028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.784425931982696e-4,Toby Nankervis,0,15875,1,Richmond,25,0
8,3,1,9,6,67,2,1,0,2,0,2,0,2,3,1,4,5,0,1,2,0,0,49,56,53,0,0,5,299,2,2,0,0,0,2,0,1,5,0,1,0,0,0,0,6,7.1,0,1,3,2,25,14,11,80,0,0,0,0,0.017738359201773836,0.017543859649122806,0.0033112582781456954,0.01195219123505976,0.07692307692307693,0.038461538461538464,0.024691358024691357,0.017241379310344827,0,0.014035087719298246,0.011337868480725623,0,0.038461538461538464,0,0.014084507042253521,0.046875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.759535706602037e-4,Oscar McDonald,0,15875,1,Carlton,26,0
6,4,4,10,7,70,2,1,0,1,0,1,0,3,1,0,2,9,0,2,2,0,0,72,56,57,0,0,6,159,3,0,1,0,0,5,0,0,3,1,1,0,0,0,2,5,2,0,0,4,1,25,15,15,105,0,0,0,0,0.013303769401330377,0.023391812865497075,0.013245033112582781,0.013280212483399735,0.07692307692307693,0.038461538461538464,0.012345679012345678,0.008620689655172414,0,0.007017543859649123,0.02040816326530612,0,0.07692307692307693,0,0.02112676056338028,0.0625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.002495919121429324,Daniel Rioli,0,15875,1,Richmond,20,0
11,5,3,14,12,86,0,0,0,1,9,0,1,2,0,1,3,5,1,0,11,2,0,90,55,67,0,1,1,409,3,3,0,2,5,0,0,5,9,0,1,0,0,1,0,6,7.4,0,1,0,11,25,14,11,80,0,1,0,0,0.024390243902439025,0.029239766081871343,0.009933774834437087,0.01859229747675963,0,0,0.012345679012345678,0,0.013513513513513514,0.010526315789473684,0.011337868480725623,0.058823529411764705,0,0,0.02112676056338028,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057293749414384365,Jacob Weitering,0,15875,1,Carlton,16,0
4,3,5,9,7,78,0,0,34,0,3,0,2,1,1,0,2,5,0,0,5,0,0,87,66,85,0,2,5,70,0,3,0,0,0,0,0,3,2,0,1,12,44.7,3,0,9,13,76,3,0,5,25,14,11,80,0,0,0,0,0.008869179600886918,0.017543859649122806,0.016556291390728478,0.01195219123505976,0,0,0,0,0.02702702702702703,0.007017543859649123,0.011337868480725623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.4306769773829728e-4,Marc Pittonet,0,15875,1,Carlton,29,0
21,5,2,23,18,78,0,0,0,3,9,4,0,2,0,0,2,12,1,0,2,0,0,88,94,100,0,0,3,716,2,2,0,0,1,0,0,6,16,0,1,0,0,1,0,11,8.4,0,0,0,1,25,15,15,105,0,0,0,0,0.04656319290465632,0.029239766081871343,0.006622516556291391,0.03054448871181939,0,0,0.037037037037037035,0.034482758620689655,0,0.007017543859649123,0.027210884353741496,0.058823529411764705,0,0,0.014084507042253521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.10257195681333542,Jayden Short,0,15875,1,Richmond,46,0
8,4,5,13,7,54,2,2,0,0,0,2,0,0,0,0,2,9,0,2,3,2,0,84,60,54,0,0,4,188,3,0,0,0,0,3,1,4,2,1,2,0,0,0,1,15,8,0,0,5,2,25,15,15,105,0,0,0,0,0.017738359201773836,0.023391812865497075,0.016556291390728478,0.017264276228419653,0.07692307692307693,0.07692307692307693,0,0.017241379310344827,0,0.007017543859649123,0.02040816326530612,0,0.07692307692307693,0,0.02112676056338028,0.078125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.513497305102646e-4,Jason Castagna,0,15875,1,Richmond,24,0
4,3,5,9,9,100,0,0,0,0,1,0,0,1,0,1,5,5,0,0,6,0,0,70,28,45,0,0,4,120,0,5,0,0,4,0,0,3,4,0,5,0,0,0,0,7,9,0,3,0,6,25,15,15,105,0,0,0,0,0.008869179600886918,0.017543859649122806,0.016556291390728478,0.01195219123505976,0,0,0,0,0,0.017543859649122806,0.011337868480725623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6169769514817744e-4,Nathan Broad,0,15875,1,Richmond,31,0
6,2,1,7,6,86,1,0,0,2,0,2,0,1,0,0,0,6,0,0,1,0,0,40,40,33,0,0,3,218,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,5,6.3,0,0,1,1,25,14,11,80,0,0,0,0,0.013303769401330377,0.011695906432748537,0.0033112582781456954,0.009296148738379814,0.038461538461538464,0,0.024691358024691357,0.017241379310344827,0,0,0.013605442176870748,0,0,0,0.007042253521126761,0.015625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.3840480824001133e-4,Jack Silvagni,0,15875,1,Carlton,37,0
12,3,3,15,12,80,0,0,0,1,5,0,1,2,1,0,3,11,0,0,2,0,0,74,56,52,0,1,5,311,2,3,0,0,3,0,0,11,9,0,2,0,0,0,0,12,3.7,0,2,0,2,25,14,11,80,0,0,0,0,0.026607538802660754,0.017543859649122806,0.009933774834437087,0.0199203187250996,0,0,0.012345679012345678,0,0.013513513513513514,0.010526315789473684,0.024943310657596373,0,0,0,0.014084507042253521,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.035586814803537e-5,Sam Petrevski-Seton,0,15875,1,Carlton,35,0
8,3,4,12,9,75,0,0,0,0,2,2,0,1,0,1,3,10,0,0,1,0,1,81,38,52,0,0,6,279,2,4,0,0,0,0,0,12,6,0,3,0,0,0,0,16,7.9,0,1,0,0,25,14,11,80,0,0,0,0,0.017738359201773836,0.017543859649122806,0.013245033112582781,0.01593625498007968,0,0,0,0.017241379310344827,0,0.010526315789473684,0.022675736961451247,0,0,0.047619047619047616,0.014084507042253521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.3840480824001133e-4,Tom Williamson,0,15875,1,Carlton,38,0
10,3,10,20,13,65,0,2,0,1,0,4,1,4,0,0,10,13,2,1,1,0,1,79,65,73,1,0,8,281,4,1,0,0,0,0,0,5,5,4,7,0,0,0,0,12,8.6,0,0,2,0,25,14,11,80,0,0,0,0,0.022172949002217297,0.017543859649122806,0.033112582781456956,0.02656042496679947,0,0.07692307692307693,0.012345679012345678,0.034482758620689655,0.013513513513513514,0.03508771929824561,0.02947845804988662,0.11764705882352941,0.038461538461538464,0.047619047619047616,0.028169014084507043,0.03125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.060206996044144e-4,Zac Fisher,0,15875,1,Carlton,33,0
13,2,12,25,16,64,1,1,0,1,0,8,9,4,0,1,14,10,0,0,0,2,1,79,77,85,6,3,7,554,3,0,0,0,0,0,0,4,7,0,9,0,0,0,0,9,14.2,0,1,2,0,25,15,15,105,0,0,0,0,0.028824833702882482,0.011695906432748537,0.039735099337748346,0.033200531208499334,0.038461538461538464,0.038461538461538464,0.012345679012345678,0.06896551724137931,0.12162162162162163,0.04912280701754386,0.022675736961451247,0,0,0.047619047619047616,0.02112676056338028,0.03125,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03607991710305214,Shai Bolton,0,15875,1,Richmond,10,0
11,6,6,17,15,88,0,2,0,2,0,2,2,0,0,0,4,13,0,1,0,1,1,75,73,82,0,2,5,305,1,2,0,0,0,0,0,5,9,1,4,0,0,1,0,12,8.8,0,2,2,0,25,14,11,80,0,0,0,0,0.024390243902439025,0.03508771929824561,0.019867549668874173,0.02257636122177955,0,0.07692307692307693,0.024691358024691357,0.017241379310344827,0.02702702702702703,0.014035087719298246,0.02947845804988662,0,0.038461538461538464,0.047619047619047616,0.007042253521126761,0.03125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0010932651348412037,Will Setterfield,0,15875,1,Carlton,39,0
7,6,3,10,5,50,2,3,0,0,0,1,0,1,0,0,6,4,3,5,0,0,1,90,60,69,0,0,8,157,0,0,0,0,0,2,1,2,3,3,3,0,0,0,1,6,6.3,0,0,6,0,25,14,11,80,1,1,0,0,0.015521064301552107,0.03508771929824561,0.009933774834437087,0.013280212483399735,0.07692307692307693,0.11538461538461539,0,0.008620689655172414,0,0.021052631578947368,0.009070294784580499,0.17647058823529413,0.19230769230769232,0.047619047619047616,0,0.09375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07171646505594254,Harry McKay,0,15875,1,Carlton,7,0
22,5,11,33,26,79,0,1,0,3,1,11,5,4,2,1,8,26,0,0,0,0,1,76,115,120,2,3,7,836,7,2,0,0,0,0,0,17,15,0,5,0,0,0,2,26,17.9,0,0,1,0,25,15,15,105,0,0,7,0,0.04878048780487805,0.029239766081871343,0.03642384105960265,0.043824701195219126,0,0.038461538461538464,0.037037037037037035,0.09482758620689655,0.06756756756756757,0.028070175438596492,0.05895691609977324,0,0,0.047619047619047616,0.04929577464788732,0.015625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9918281435966492,Jack Graham,0,15875,1,Richmond,2,2
10,0,8,18,11,61,1,1,0,3,0,5,1,5,2,1,8,10,0,0,1,0,1,69,64,60,0,1,7,352,6,0,0,0,0,0,0,10,4,0,6,0,0,0,0,12,8.3,0,0,2,0,25,14,11,80,0,0,0,0,0.022172949002217297,0,0.026490066225165563,0.02390438247011952,0.038461538461538464,0.038461538461538464,0.037037037037037035,0.04310344827586207,0.013513513513513514,0.028070175438596492,0.022675736961451247,0,0,0.047619047619047616,0.04225352112676056,0.03125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00325398170389235,Paddy Dow,0,15875,1,Carlton,44,0
12,4,8,20,15,75,0,1,0,2,0,3,0,2,2,1,8,12,0,0,2,0,0,75,72,78,0,0,8,284,6,3,0,0,0,2,0,6,7,0,6,0,0,0,1,13,8.8,0,1,1,1,25,14,11,80,0,0,0,0,0.026607538802660754,0.023391812865497075,0.026490066225165563,0.02656042496679947,0,0.038461538461538464,0.024691358024691357,0.02586206896551724,0,0.028070175438596492,0.027210884353741496,0,0,0,0.04225352112676056,0.015625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0013190106255933642,Lachie Fogarty,0,15875,1,Carlton,40,0
7,1,2,9,7,78,1,0,0,4,1,1,0,2,2,0,3,7,0,0,1,1,0,74,52,50,0,0,3,208,6,2,0,0,0,1,1,11,5,0,1,0,0,0,0,22,2.8,0,0,1,1,25,14,11,80,0,0,0,0,0.015521064301552107,0.005847953216374269,0.006622516556291391,0.01195219123505976,0.038461538461538464,0,0.04938271604938271,0.008620689655172414,0,0.010526315789473684,0.015873015873015872,0,0,0,0.04225352112676056,0.015625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.003034973284229636,Lochie O'Brien,0,15875,1,Carlton,43,0
4,0,11,15,11,73,0,0,0,0,1,4,0,6,0,3,6,9,0,0,3,1,1,78,25,48,0,0,2,185,4,5,0,0,0,0,0,10,3,0,6,0,0,0,0,14,8.3,0,0,0,2,25,15,15,105,0,0,0,0,0.008869179600886918,0,0.03642384105960265,0.0199203187250996,0,0,0,0.034482758620689655,0,0.021052631578947368,0.02040816326530612,0,0,0.047619047619047616,0.028169014084507043,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.1976530367974192e-4,Liam Baker,0,15875,1,Richmond,36,0
